emp_no,first_name,last_name,title,from_date,to_date
447825,Remmert,Schueller,Senior Staff,1991-10-25,9999-01-01
447825,Remmert,Schueller,Staff,1985-10-25,1991-10-25
447828,Jaroslava,Birrer,Engineer,1990-11-29,1998-11-29
447828,Jaroslava,Birrer,Senior Engineer,1998-11-29,9999-01-01
447835,Yongmin,Lubachevsky,Assistant Engineer,1989-01-30,1997-01-30
447835,Yongmin,Lubachevsky,Engineer,1997-01-30,9999-01-01
447849,Izaskun,Wissmann,Senior Staff,1987-05-20,9999-01-01
447850,Duke,Decleir,Engineer,1988-01-20,1996-01-20
447850,Duke,Decleir,Senior Engineer,1996-01-20,9999-01-01
447859,Zhenbing,Cincotta,Staff,1997-04-15,9999-01-01
447868,Shaw,Reeker,Senior Staff,1999-10-17,9999-01-01
447868,Shaw,Reeker,Staff,1992-10-16,1999-10-17
447886,Marsal,Conta,Senior Staff,2001-07-02,9999-01-01
447886,Marsal,Conta,Staff,1996-07-02,2001-07-02
447904,Sachem,Bahl,Senior Engineer,1987-04-13,1992-10-26
447906,Atilio,Schaft,Engineer,1990-11-02,1998-11-02
447906,Atilio,Schaft,Senior Engineer,1998-11-02,9999-01-01
447928,Jianhao,Spell,Staff,1997-05-19,9999-01-01
447947,Garnik,Siegrist,Staff,1996-04-17,1999-11-19
447948,Juichirou,Gornas,Senior Staff,1998-07-21,9999-01-01
447954,Taegyun,Manderick,Engineer,1999-08-31,9999-01-01
447964,Szabolcs,Tchuente,Senior Engineer,1999-02-19,9999-01-01
448012,Zhanqiu,Bael,Engineer,1999-07-14,2000-02-07
448017,Jiang,Attimonelli,Senior Staff,1989-07-29,9999-01-01
448030,Kagan,Serna,Senior Staff,1988-05-14,9999-01-01
448031,Morris,Kilgour,Senior Staff,1999-02-11,9999-01-01
448031,Morris,Kilgour,Staff,1992-02-11,1999-02-11
448050,Filipe,Stifter,Senior Engineer,1990-06-22,9999-01-01
448081,Lalit,Pehl,Engineer,1998-04-20,9999-01-01
448089,Xiong,Kalloufi,Technique Leader,1985-06-03,9999-01-01
448098,Kasidit,Chartres,Staff,1995-04-19,1995-09-19
448119,Nikolaus,Smeets,Senior Staff,1990-03-03,1991-08-31
448119,Nikolaus,Smeets,Staff,1985-03-03,1990-03-03
448154,Nahid,Ramsay,Senior Engineer,1993-10-28,9999-01-01
448166,Bangqing,Schneeberger,Senior Staff,1985-06-28,9999-01-01
448193,Zhenhua,Casley,Engineer,1995-02-04,9999-01-01
448205,Gino,Coorg,Staff,1997-11-23,9999-01-01
448208,Ult,Picco,Engineer,1998-05-03,9999-01-01
448210,Marc,Hoppenstand,Engineer,1986-01-09,1994-01-09
448210,Marc,Hoppenstand,Senior Engineer,1994-01-09,9999-01-01
448213,Leucio,Luks,Engineer,1996-04-19,2001-04-19
448213,Leucio,Luks,Senior Engineer,2001-04-19,9999-01-01
448234,Nathalie,Gonthier,Senior Staff,1999-08-16,9999-01-01
448255,Herbert,Szilard,Senior Staff,2002-01-04,9999-01-01
448255,Herbert,Szilard,Staff,1997-01-04,2002-01-04
448257,Sanjeeva,Mahmud,Engineer,1990-05-27,1997-05-27
448257,Sanjeeva,Mahmud,Senior Engineer,1997-05-27,9999-01-01
448287,Neven,Wynblatt,Senior Staff,1995-05-10,9999-01-01
448287,Neven,Wynblatt,Staff,1987-05-10,1995-05-10
448288,Berry,Kalefeld,Senior Staff,1995-11-10,9999-01-01
448299,Herbert,Baumann,Assistant Engineer,1994-07-15,2001-07-15
448299,Herbert,Baumann,Engineer,2001-07-15,9999-01-01
448305,Temple,Vernadat,Engineer,1991-08-22,1998-08-22
448305,Temple,Vernadat,Senior Engineer,1998-08-22,9999-01-01
448307,Sibyl,Walstra,Staff,1996-03-29,9999-01-01
448342,Martina,Bolsens,Engineer,1998-03-03,9999-01-01
448345,Randi,Rodham,Technique Leader,1990-02-22,1990-12-21
448349,Sangeeta,Murthy,Engineer,1989-07-11,1994-07-11
448349,Sangeeta,Murthy,Senior Engineer,1994-07-11,9999-01-01
448382,Oddvar,Heystek,Senior Staff,1999-07-04,9999-01-01
448382,Oddvar,Heystek,Staff,1991-07-04,1999-07-04
448392,Sampalli,Claffy,Senior Staff,1996-09-28,9999-01-01
448392,Sampalli,Claffy,Staff,1991-09-29,1996-09-28
448394,Parke,Atchley,Senior Staff,1992-05-20,9999-01-01
448394,Parke,Atchley,Staff,1987-05-21,1992-05-20
448401,Franziska,Kolinko,Staff,1996-01-05,9999-01-01
448414,Boutros,Bressoud,Assistant Engineer,1991-04-10,1999-04-10
448414,Boutros,Bressoud,Engineer,1999-04-10,9999-01-01
448428,Shahab,Huttel,Senior Staff,1998-05-01,9999-01-01
448431,Denny,Krohm,Senior Staff,1996-09-19,9999-01-01
448431,Denny,Krohm,Staff,1991-09-20,1996-09-19
448433,IEEE,Zastre,Engineer,1986-03-01,1991-03-01
448433,IEEE,Zastre,Senior Engineer,1991-03-01,9999-01-01
448436,Yannis,Baalen,Senior Staff,1986-05-06,1986-11-19
448438,Bangqing,Anguita,Engineer,1988-07-11,1993-07-11
448438,Bangqing,Anguita,Senior Engineer,1993-07-11,9999-01-01
448440,Idoia,Bala,Senior Staff,1999-01-19,9999-01-01
448440,Idoia,Bala,Staff,1991-01-19,1999-01-19
448442,Bedrich,Lally,Senior Staff,1989-12-26,9999-01-01
448458,Guozhong,Millington,Technique Leader,1999-07-22,9999-01-01
448465,Yucel,Angot,Engineer,1992-08-22,1999-08-23
448465,Yucel,Angot,Senior Engineer,1999-08-23,9999-01-01
448487,Alenka,Biran,Senior Staff,1998-11-02,9999-01-01
448487,Alenka,Biran,Staff,1993-11-02,1998-11-02
448492,Shaz,Paciorek,Staff,1996-05-31,9999-01-01
448514,Heather,Schaaf,Engineer,1990-03-21,1999-03-21
448514,Heather,Schaaf,Senior Engineer,1999-03-21,9999-01-01
448529,Monique,Orsini,Engineer,1987-01-24,1995-01-24
448529,Monique,Orsini,Senior Engineer,1995-01-24,1999-11-03
448556,Morrie,Ushiama,Engineer,1999-02-09,9999-01-01
448564,Zorica,Alvarado,Engineer,1999-04-23,9999-01-01
448572,Shigeu,Szilard,Engineer,1985-05-17,1990-05-17
448572,Shigeu,Szilard,Senior Engineer,1990-05-17,9999-01-01
448577,Petter,Samarati,Engineer,1998-02-11,9999-01-01
448598,Xudong,Morrin,Staff,1986-07-14,1988-02-04
448604,Stafford,Granlund,Assistant Engineer,1987-07-21,1995-07-21
448604,Stafford,Granlund,Engineer,1995-07-21,2001-12-04
448605,Bowen,Haumacher,Senior Staff,1995-04-05,1997-05-30
448605,Bowen,Haumacher,Staff,1989-04-05,1995-04-05
448606,Khoa,Zastre,Senior Staff,1986-02-22,9999-01-01
448608,Marjo,Dahlbom,Engineer,1994-10-31,2001-10-31
448608,Marjo,Dahlbom,Senior Engineer,2001-10-31,9999-01-01
448623,Tetsurou,Taubman,Engineer,1997-01-19,9999-01-01
448628,Khedija,Kolinko,Engineer,1991-10-23,1997-10-22
448628,Khedija,Kolinko,Senior Engineer,1997-10-22,9999-01-01
448632,Chikako,Hiroyama,Assistant Engineer,1986-07-27,1992-07-26
448632,Chikako,Hiroyama,Engineer,1992-07-26,1998-07-26
448632,Chikako,Hiroyama,Senior Engineer,1998-07-26,9999-01-01
448639,Pintsang,Zobel,Technique Leader,1986-12-10,9999-01-01
448647,Rosalie,dAstous,Engineer,1990-11-25,1997-11-25
448647,Rosalie,dAstous,Senior Engineer,1997-11-25,9999-01-01
448649,Palash,Merks,Staff,1997-05-30,9999-01-01
448655,Sungwon,Khasidashvili,Senior Staff,1992-04-28,1994-09-07
448661,Hideo,Muntz,Senior Staff,1990-10-11,9999-01-01
448664,Mori,Khamsi,Technique Leader,1988-04-26,9999-01-01
448687,Amstein,Bernardeschi,Engineer,1993-09-26,2001-09-26
448687,Amstein,Bernardeschi,Senior Engineer,2001-09-26,9999-01-01
448732,Saeed,Uludag,Senior Staff,2000-12-16,9999-01-01
448732,Saeed,Uludag,Staff,1991-12-17,2000-12-16
448757,Jiafu,Beutelspacher,Senior Staff,1989-06-29,9999-01-01
448763,Jeanna,Jiang,Senior Staff,2001-01-07,9999-01-01
448763,Jeanna,Jiang,Staff,1995-01-08,2001-01-07
448774,Keiichiro,Gils,Staff,1997-08-04,1999-10-12
448778,Xuejia,Duclos,Engineer,1986-10-14,1992-10-13
448778,Xuejia,Duclos,Senior Engineer,1992-10-13,1995-05-13
448779,Alair,Gelosh,Engineer,1985-05-14,1990-05-14
448779,Alair,Gelosh,Senior Engineer,1990-05-14,9999-01-01
448792,Srinidhi,Lamba,Engineer,1998-10-01,9999-01-01
448797,Oscal,Taubenfeld,Assistant Engineer,1989-06-17,1993-08-20
448810,Tomofumi,Kropp,Senior Staff,1988-11-20,9999-01-01
448813,Khosrow,Mullainathan,Senior Staff,1999-11-16,9999-01-01
448813,Khosrow,Mullainathan,Staff,1990-11-16,1999-11-16
448835,Chikako,Benzmuller,Engineer,1995-03-01,9999-01-01
448851,Jiakeng,Leppanen,Engineer,1996-01-15,9999-01-01
448875,Mokhtar,Bade,Engineer,1993-06-03,1998-06-03
448875,Mokhtar,Bade,Senior Engineer,1998-06-03,9999-01-01
448877,Poornachandra,Pehl,Staff,1994-09-08,9999-01-01
448894,Rildo,Kugler,Technique Leader,1988-11-29,9999-01-01
448921,Chuanti,Stellhorn,Senior Staff,1999-08-20,1999-11-28
448921,Chuanti,Stellhorn,Staff,1993-08-20,1999-08-20
448935,Tzvetan,Velasco,Engineer,1997-11-28,9999-01-01
448940,Yahiko,Matzov,Engineer,1993-02-01,1998-02-01
448940,Yahiko,Matzov,Senior Engineer,1998-02-01,9999-01-01
448944,Keung,Ghelli,Technique Leader,1986-01-29,2000-04-15
448950,Malu,Brodie,Senior Engineer,1989-10-02,2001-06-11
448967,Nidapan,Lindenbaum,Senior Staff,1994-08-24,9999-01-01
448967,Nidapan,Lindenbaum,Staff,1987-08-24,1994-08-24
448975,Ult,Shiratori,Engineer,2000-01-22,9999-01-01
448984,Basil,Schwaller,Staff,1994-03-21,9999-01-01
448993,Dmitri,Rabejac,Technique Leader,1993-03-10,2001-08-01
449004,Filipe,Szmurlo,Engineer,1997-06-26,9999-01-01
449044,Shahid,Terwilliger,Senior Staff,2000-10-20,9999-01-01
449044,Shahid,Terwilliger,Staff,1995-10-21,2000-10-20
449053,Genki,Kragelund,Senior Staff,1993-03-28,2000-12-28
449053,Genki,Kragelund,Staff,1986-03-28,1993-03-28
449076,Toshimi,Shanbhogue,Engineer,1996-04-03,9999-01-01
449082,Barry,Merey,Engineer,1990-09-05,1995-09-05
449082,Barry,Merey,Senior Engineer,1995-09-05,9999-01-01
449083,Toshimi,Farrel,Senior Staff,1996-06-10,9999-01-01
449083,Toshimi,Farrel,Staff,1990-06-11,1996-06-10
449104,Udi,Matzen,Senior Staff,2001-03-14,9999-01-01
449104,Udi,Matzen,Staff,1995-03-15,2001-03-14
449108,Chiradeep,Baby,Senior Staff,1998-11-24,9999-01-01
449116,Rosli,Ranft,Engineer,1987-07-28,1993-07-27
449116,Rosli,Ranft,Senior Engineer,1993-07-27,9999-01-01
449131,Duangkaew,Cappello,Staff,1999-04-06,9999-01-01
449137,Takushi,Orlowski,Staff,1995-03-08,1995-05-03
449158,Nirmal,Ferretti,Engineer,1992-08-06,1995-04-12
449170,Serenella,Mellouli,Staff,1997-11-13,9999-01-01
449186,Sachar,Loncour,Senior Staff,1998-04-25,9999-01-01
449186,Sachar,Loncour,Staff,1993-04-25,1998-04-25
449206,Shim,Pelz,Technique Leader,1985-03-03,1997-07-29
449235,Jaewoo,Rodite,Senior Staff,1995-12-17,9999-01-01
449242,Basant,Chinen,Senior Staff,1985-02-28,9999-01-01
449262,Woody,Slobodova,Senior Engineer,1985-04-27,9999-01-01
449263,Aemilian,Leaver,Senior Staff,1993-06-11,9999-01-01
449267,Jeong,Speel,Staff,1994-03-30,1999-10-17
449298,Brendon,Vural,Senior Engineer,1998-07-09,9999-01-01
449329,Danai,Cunliffe,Senior Staff,1998-02-26,9999-01-01
449329,Danai,Cunliffe,Staff,1989-02-26,1998-02-26
449338,Tetsurou,Pargas,Staff,1996-05-13,1997-03-20
449351,Krister,Gadepally,Engineer,1993-01-30,1999-01-30
449351,Krister,Gadepally,Senior Engineer,1999-01-30,9999-01-01
449361,Wayne,Hutter,Staff,1999-01-24,9999-01-01
449363,Marco,Schahn,Senior Engineer,1986-01-28,9999-01-01
449384,Adhemar,Vieri,Senior Engineer,1995-06-25,9999-01-01
449426,Jongsuk,Conta,Engineer,1999-09-08,1999-12-17
449445,Tonny,Legleitner,Technique Leader,1997-04-13,9999-01-01
449446,Paloma,Samarati,Technique Leader,1998-11-02,2001-05-11
449459,Pohua,Bakhtari,Assistant Engineer,1994-05-10,1999-05-10
449459,Pohua,Bakhtari,Engineer,1999-05-10,9999-01-01
449460,Berry,Bennis,Senior Staff,2001-09-26,9999-01-01
449460,Berry,Bennis,Staff,1992-09-26,2001-09-26
449463,Yefim,Andreotta,Engineer,1998-06-05,9999-01-01
449469,Deniz,Crooks,Senior Staff,1996-12-21,9999-01-01
449478,Nikolaus,Hutton,Engineer,1994-09-14,2000-09-13
449478,Nikolaus,Hutton,Senior Engineer,2000-09-13,9999-01-01
449480,Faiza,Heusch,Engineer,1993-12-03,1999-12-03
449480,Faiza,Heusch,Senior Engineer,1999-12-03,9999-01-01
449491,Chinho,Farrel,Senior Staff,1987-07-18,9999-01-01
449494,Demin,Lammel,Staff,1996-11-22,9999-01-01
449507,Teruyuki,Back,Senior Staff,2000-09-25,9999-01-01
449507,Teruyuki,Back,Staff,1991-09-26,2000-09-25
449508,Pranay,Pargaonkar,Engineer,1992-09-14,1998-09-14
449508,Pranay,Pargaonkar,Senior Engineer,1998-09-14,9999-01-01
449518,Berni,Krupka,Senior Staff,1997-02-14,9999-01-01
449518,Berni,Krupka,Staff,1988-02-15,1997-02-14
449520,Navid,Mansanne,Senior Staff,2002-05-26,9999-01-01
449520,Navid,Mansanne,Staff,1994-05-26,2002-05-26
449526,Sham,Pargaonkar,Engineer,1987-09-04,1996-09-03
449526,Sham,Pargaonkar,Senior Engineer,1996-09-03,9999-01-01
449538,Nevio,Swab,Senior Engineer,1992-06-16,9999-01-01
449552,Sampalli,Milicia,Senior Staff,1995-10-01,9999-01-01
449552,Sampalli,Milicia,Staff,1990-10-01,1995-10-01
449555,Jiafu,Ranai,Engineer,1996-03-03,9999-01-01
449596,Shigeu,Ernst,Senior Staff,1988-10-15,9999-01-01
449599,Aloke,Baig,Senior Staff,1986-09-04,9999-01-01
449621,Ashish,Noriega,Senior Staff,2001-02-11,9999-01-01
449621,Ashish,Noriega,Staff,1993-02-11,2001-02-11
449626,Morrie,Hertweck,Engineer,1991-11-29,1992-03-05
449644,Nishit,Schade,Engineer,1990-08-28,1998-08-28
449644,Nishit,Schade,Senior Engineer,1998-08-28,9999-01-01
449657,Cathie,Serre,Senior Staff,1995-05-16,9999-01-01
449657,Cathie,Serre,Staff,1988-05-15,1995-05-16
449684,Yinghua,Pleszkun,Senior Staff,1992-10-23,9999-01-01
449684,Yinghua,Pleszkun,Staff,1985-10-23,1992-10-23
449693,Teruyuki,Angiulli,Engineer,1987-03-11,1993-03-10
449693,Teruyuki,Angiulli,Senior Engineer,1993-03-10,9999-01-01
449694,Jiann,Bernardinello,Engineer,1992-08-13,1997-12-31
449715,Zhonghua,Rouquie,Engineer,1995-09-25,2000-09-24
449715,Zhonghua,Rouquie,Senior Engineer,2000-09-24,9999-01-01
449759,Kensei,Keustermans,Assistant Engineer,1989-11-04,1996-11-04
449759,Kensei,Keustermans,Engineer,1996-11-04,1997-07-15
449774,Guttorm,Bahi,Senior Staff,1998-12-20,9999-01-01
449774,Guttorm,Bahi,Staff,1992-12-20,1998-12-20
449805,Wilmer,Peron,Senior Engineer,1999-01-04,9999-01-01
449848,Goo,Chimia,Engineer,1998-10-02,9999-01-01
449869,Bedir,Peroz,Engineer,1995-06-16,2001-06-15
449869,Bedir,Peroz,Senior Engineer,2001-06-15,9999-01-01
449887,Elzbieta,Lorcy,Engineer,1987-05-15,1994-05-15
449887,Elzbieta,Lorcy,Senior Engineer,1994-05-15,9999-01-01
449897,Navid,Dichev,Senior Staff,1995-12-02,9999-01-01
449897,Navid,Dichev,Staff,1986-12-02,1995-12-02
449900,Katsuyuki,Gunderson,Engineer,1998-04-29,9999-01-01
449921,Oksana,Schieder,Staff,1996-04-07,9999-01-01
449947,Wilmer,Guting,Senior Staff,1989-06-02,9999-01-01
449950,Shen,Rissland,Assistant Engineer,1986-04-16,1995-04-16
449950,Shen,Rissland,Engineer,1995-04-16,9999-01-01
449951,Ioana,Zobel,Senior Staff,2001-09-20,9999-01-01
449951,Ioana,Zobel,Staff,1992-09-20,2001-09-20
449955,Abdelkader,Baar,Staff,1991-04-24,1992-02-20
449961,Diederik,Swist,Engineer,1986-07-27,1993-07-27
449961,Diederik,Swist,Senior Engineer,1993-07-27,9999-01-01
449971,Avishai,Barvinok,Engineer,1999-03-26,9999-01-01
449979,Mayuko,Trumbly,Senior Staff,1995-08-28,9999-01-01
449991,Yakkov,Delgrande,Engineer,1995-11-19,2001-11-18
449991,Yakkov,Delgrande,Senior Engineer,2001-11-18,9999-01-01
449997,Raimond,Stassinopoulos,Staff,1997-11-11,1999-08-13
450032,Oguz,Weedon,Engineer,1988-04-06,1996-04-05
450032,Oguz,Weedon,Senior Engineer,1996-04-05,9999-01-01
450038,Godehard,Gecsei,Senior Staff,1992-05-24,9999-01-01
450045,Zeljko,Koshino,Senior Staff,1997-06-15,9999-01-01
450045,Zeljko,Koshino,Staff,1989-06-15,1997-06-15
450061,Deniz,Ferriere,Senior Staff,2000-04-15,9999-01-01
450061,Deniz,Ferriere,Staff,1991-04-16,2000-04-15
450063,Xiaoshan,Rodier,Staff,1995-10-27,1996-05-02
450086,Stamatina,Baer,Staff,1997-02-17,9999-01-01
450095,Kolar,Cheshire,Senior Staff,1991-10-12,9999-01-01
450095,Kolar,Cheshire,Staff,1986-10-12,1991-10-12
450098,Mingdong,Trogemann,Staff,1992-10-13,1997-03-22
450102,Udaiprakash,Boyle,Senior Engineer,1995-07-11,9999-01-01
450106,Toshiko,Gajiwala,Senior Staff,1993-03-02,1993-12-02
450106,Toshiko,Gajiwala,Staff,1985-03-02,1993-03-02
450125,Zongyan,Kossowski,Senior Staff,1994-05-16,9999-01-01
450125,Zongyan,Kossowski,Staff,1985-05-16,1994-05-16
450147,Yongdong,Farris,Senior Staff,1994-05-08,9999-01-01
450147,Yongdong,Farris,Staff,1988-05-08,1994-05-08
450162,Stella,Winter,Engineer,1987-02-28,1988-06-14
450170,Taiji,Constantine,Engineer,1999-06-24,9999-01-01
450183,Yishai,Baja,Staff,1997-01-25,9999-01-01
450192,Sachem,Ghalwash,Senior Staff,1995-07-02,9999-01-01
450192,Sachem,Ghalwash,Staff,1986-07-02,1995-07-02
450216,Ziya,Herath,Engineer,1988-07-20,1993-07-20
450216,Ziya,Herath,Senior Engineer,1993-07-20,9999-01-01
450243,Mayumi,Undy,Assistant Engineer,1997-09-07,9999-01-01
450264,Aloke,Socorro,Technique Leader,1995-01-10,9999-01-01
450287,Christophe,Kinley,Senior Staff,1992-11-11,9999-01-01
450287,Christophe,Kinley,Staff,1986-11-12,1992-11-11
450354,Yagil,Cesareni,Senior Staff,1994-07-11,9999-01-01
450354,Yagil,Cesareni,Staff,1987-07-11,1994-07-11
450405,Radoslaw,Grospietsch,Engineer,1988-09-06,1996-09-06
450405,Radoslaw,Grospietsch,Senior Engineer,1996-09-06,9999-01-01
450422,Tayeb,Ebeling,Engineer,1988-05-08,1995-05-09
450422,Tayeb,Ebeling,Senior Engineer,1995-05-09,9999-01-01
450449,Saddek,Pagter,Senior Staff,1996-10-17,9999-01-01
450449,Saddek,Pagter,Staff,1987-10-18,1996-10-17
450457,Fun,Ranka,Senior Staff,1991-11-04,9999-01-01
450495,Isaac,Boguraev,Assistant Engineer,1996-10-16,9999-01-01
450496,Shuji,Rosti,Engineer,1985-10-24,1994-10-24
450496,Shuji,Rosti,Senior Engineer,1994-10-24,9999-01-01
450498,Reinhard,Ciolek,Assistant Engineer,1988-10-24,1996-10-24
450498,Reinhard,Ciolek,Engineer,1996-10-24,9999-01-01
450529,Weiru,Marchegay,Engineer,1993-04-13,2001-04-13
450529,Weiru,Marchegay,Senior Engineer,2001-04-13,9999-01-01
450538,Arch,Kakkar,Senior Engineer,1999-04-30,9999-01-01
450542,Hein,Encarnacion,Engineer,1996-11-25,9999-01-01
450556,Douadi,Zolotykh,Engineer,1995-11-10,9999-01-01
450559,Nobuyoshi,Iacovou,Engineer,1995-01-08,2002-01-08
450559,Nobuyoshi,Iacovou,Senior Engineer,2002-01-08,9999-01-01
450564,Ramalingam,Sluis,Engineer,1998-07-20,9999-01-01
450573,Jolita,Nyrup,Senior Staff,1997-04-02,9999-01-01
450573,Jolita,Nyrup,Staff,1988-04-02,1997-04-02
450609,Christophe,Luca,Senior Staff,1996-12-24,9999-01-01
450609,Christophe,Luca,Staff,1990-12-25,1996-12-24
450619,Sampalli,Ponthieu,Engineer,1998-09-03,9999-01-01
450623,Mostafa,Schiper,Senior Staff,1995-10-24,9999-01-01
450623,Mostafa,Schiper,Staff,1990-10-24,1995-10-24
450625,Conrado,Calkin,Engineer,1986-07-09,1995-07-09
450625,Conrado,Calkin,Senior Engineer,1995-07-09,9999-01-01
450645,Niteen,Tsukuda,Senior Staff,1996-07-18,9999-01-01
450645,Niteen,Tsukuda,Staff,1988-07-18,1996-07-18
450670,Udo,Haumacher,Assistant Engineer,1988-10-30,1996-10-29
450670,Udo,Haumacher,Engineer,1996-10-29,9999-01-01
450687,Tristan,Famili,Engineer,1989-04-24,1996-04-24
450687,Tristan,Famili,Senior Engineer,1996-04-24,9999-01-01
450700,Arunas,Ballarin,Engineer,1989-03-08,1998-03-08
450700,Arunas,Ballarin,Senior Engineer,1998-03-08,9999-01-01
450717,Uli,Erva,Engineer,1991-10-12,1999-10-12
450717,Uli,Erva,Senior Engineer,1999-10-12,9999-01-01
450723,Iara,Tzvieli,Senior Engineer,1990-10-10,9999-01-01
450727,Yurij,Ullian,Staff,1996-12-13,1997-04-28
450735,Chaitali,Naumovich,Staff,1998-10-22,9999-01-01
450736,Masali,Heemskerk,Technique Leader,1998-04-12,9999-01-01
450764,Jianhui,Ranum,Engineer,1995-05-12,9999-01-01
450777,Koldo,Vidya,Engineer,1992-05-11,2001-05-11
450777,Koldo,Vidya,Senior Engineer,2001-05-11,2002-05-14
450798,Margareta,Lorys,Engineer,1993-11-06,9999-01-01
450812,Feiyu,Gerteisen,Engineer,1985-07-04,1994-07-04
450812,Feiyu,Gerteisen,Senior Engineer,1994-07-04,9999-01-01
450860,Angus,Billingsley,Senior Staff,1999-10-26,9999-01-01
450860,Angus,Billingsley,Staff,1991-10-26,1999-10-26
450896,Yucel,Seghrouchni,Senior Staff,1989-01-22,1993-07-26
450900,Tristan,Mersereau,Staff,1997-04-23,2001-09-13
450908,Serenella,Sullins,Senior Engineer,1995-04-25,9999-01-01
450910,Niranjan,Bodoff,Senior Staff,1989-02-06,9999-01-01
450927,Bernice,Hempstead,Engineer,1987-10-29,1996-10-28
450927,Bernice,Hempstead,Senior Engineer,1996-10-28,9999-01-01
450939,Herb,Vieth,Senior Staff,1985-06-16,2001-06-28
450959,Premsyl,Kusalik,Engineer,1995-04-02,9999-01-01
450966,Cathie,Hambrick,Engineer,1990-10-31,1998-10-31
450966,Cathie,Hambrick,Senior Engineer,1998-10-31,9999-01-01
451001,Kitty,Bottner,Senior Staff,1993-02-04,9999-01-01
451001,Kitty,Bottner,Staff,1987-02-05,1993-02-04
451006,Manibrata,Kawashimo,Engineer,1995-05-25,2002-05-25
451006,Manibrata,Kawashimo,Senior Engineer,2002-05-25,9999-01-01
451011,Nathalie,Winter,Engineer,1996-02-07,1999-03-15
451020,Abdelwaheb,Masada,Senior Staff,1997-11-25,9999-01-01
451020,Abdelwaheb,Masada,Staff,1991-11-26,1997-11-25
451038,Genki,Lorie,Staff,1997-01-09,9999-01-01
451039,Idoia,Mawatari,Staff,1999-05-25,9999-01-01
451063,Sibyl,Irland,Engineer,1997-06-08,9999-01-01
451066,Mats,Zhiwei,Engineer,1990-07-30,1993-10-17
451073,Sedat,Couchot,Senior Staff,1996-07-23,9999-01-01
451073,Sedat,Couchot,Staff,1988-07-23,1996-07-23
451085,Kamran,Plesums,Engineer,1999-11-12,9999-01-01
451097,Mabo,Ramsak,Engineer,1991-01-20,1991-09-17
451098,Pragnesh,Fujisaki,Assistant Engineer,1997-08-28,9999-01-01
451120,Moie,Welham,Assistant Engineer,1985-03-05,1991-03-05
451120,Moie,Welham,Engineer,1991-03-05,1996-04-23
451121,Nidapan,Stentiford,Engineer,1990-03-11,1997-03-11
451121,Nidapan,Stentiford,Senior Engineer,1997-03-11,9999-01-01
451145,Etsuo,Michaels,Engineer,1990-01-23,1996-01-23
451145,Etsuo,Michaels,Senior Engineer,1996-01-23,9999-01-01
451150,Hiroyasu,Greibach,Senior Staff,1985-04-09,1999-05-19
451154,Weidon,Gips,Technique Leader,1998-05-09,1999-09-18
451155,Kolar,Anguita,Senior Engineer,1988-04-21,9999-01-01
451173,Aloke,Lorie,Staff,1997-11-26,9999-01-01
451180,JiYoung,Suppi,Senior Staff,1994-02-15,9999-01-01
451180,JiYoung,Suppi,Staff,1987-02-15,1994-02-15
451199,Masanao,Fraisse,Senior Staff,1993-01-13,9999-01-01
451199,Masanao,Fraisse,Staff,1987-01-14,1993-01-13
451217,Changho,Nergos,Senior Staff,1999-04-09,9999-01-01
451228,Zhanqiu,Ghemri,Senior Staff,1994-02-25,9999-01-01
451228,Zhanqiu,Ghemri,Staff,1986-02-25,1994-02-25
451250,Kiyomitsu,Gammage,Senior Staff,2000-12-26,2001-01-02
451250,Kiyomitsu,Gammage,Staff,1993-12-26,2000-12-26
451251,Anneli,Itschner,Senior Staff,1995-11-16,9999-01-01
451251,Anneli,Itschner,Staff,1986-11-16,1995-11-16
451267,Kwan,Birta,Engineer,1991-11-02,1997-11-01
451267,Kwan,Birta,Senior Engineer,1997-11-01,2001-07-05
451270,Harngdar,Uludag,Engineer,1986-05-21,1993-05-21
451270,Harngdar,Uludag,Senior Engineer,1993-05-21,9999-01-01
451271,Sachio,Fendler,Engineer,1989-01-25,1995-01-25
451271,Sachio,Fendler,Senior Engineer,1995-01-25,1999-04-02
451273,Marc,Pepe,Engineer,1986-02-17,1989-02-09
451301,Byong,Erman,Engineer,1989-03-20,1990-05-29
451328,Elgin,Stranks,Engineer,1993-08-24,2000-08-24
451328,Elgin,Stranks,Senior Engineer,2000-08-24,9999-01-01
451331,Janche,Whitcomb,Engineer,1997-08-25,9999-01-01
451348,Mayuko,Vanwelkenhuysen,Senior Staff,1995-01-18,9999-01-01
451348,Mayuko,Vanwelkenhuysen,Staff,1987-01-18,1995-01-18
451352,Arvin,Brattka,Engineer,1995-05-29,9999-01-01
451389,Maik,Vakili,Engineer,1985-11-18,1988-09-25
451392,Sachar,Sadowski,Senior Staff,1997-02-22,9999-01-01
451392,Sachar,Sadowski,Staff,1988-02-23,1997-02-22
451395,Garnik,Conte,Engineer,1989-06-24,1992-02-18
451403,Kristen,Heuser,Engineer,1992-03-15,1997-03-15
451403,Kristen,Heuser,Senior Engineer,1997-03-15,9999-01-01
451404,Kwangjo,Koyama,Engineer,1985-03-28,1992-03-28
451404,Kwangjo,Koyama,Senior Engineer,1992-03-28,1993-08-29
451442,Martine,Copas,Senior Staff,1993-01-04,9999-01-01
451444,Mitsuyuki,Wixon,Staff,1990-06-30,1995-05-08
451488,Kshitij,Shackel,Engineer,1991-09-20,1996-09-19
